"1","2","3","4","5","6","1_dup"
0.119099604694712,-2.65508101624292,-0.0765170368537135,-1.16092440073003,0.477842096440349,2.77070926276632,0.664885827732641
-0.602957021341106,-1.03083239140042,-1.33275174354726,0.36646464574301,-0.265165881677087,0.798537838960339,-1.08754278600036
-0.422275245777384,-1.3965231601842,-0.142688176035696,-1.73087907698717,-1.54269215104611,1.8517583602318,-0.144975918221559
-0.251174209193001,-0.205141638528139,-0.251852796689504,-0.110850880176614,0.275711703773581,0.502275544964917,0.52928668688826
0.784932163348383,-0.779330831355553,-0.918802993147662,-1.01206311132309,0.526094474579993,0.916093556246868,-0.478160681307897
0.510112887261263,-0.598106921043317,0.627920606272657,-0.839558678683284,-3.07218632994675,0.601924830433369,-0.719358026712637
0.13532579883765,0.547562040321647,0.298536722800064,2.26937580521454,0.161151191572384,-1.70591090318982,-0.0124720285442133
-0.951839607579016,-1.05855968327487,-0.290890155727298,1.14043833881271,-1.81958493425274,0.967431668461056,0.125084160574016
0.347188610055602,-0.23388894831787,-0.65629043565903,1.63467756852032,1.66323138761521,0.323250459262952,-0.181703246906912
0.0878238572103573,-1.20439826145511,0.585092805674003,-0.288935638012018,0.992202876378186,0.919038780389551,0.119500138663089
-0.0549846134136537,1.13021354127704,1.23938156961806,-0.231166271874845,1.03627343354586,-1.06760952853132,-0.301087280596016
-1.13722301077456,0.0402959094848884,0.753971940692579,2.00506994494033,1.72322320714689,-0.0358497444564409,0.395269357394868
-0.42582378348688,-0.0911096624354847,-0.241915374933029,-0.963273276218652,-0.454861572933118,-0.21526657743752,-1.71522094302224
-0.212180903891513,0.419066925127028,-0.285467569460803,-1.47386898952513,-0.502557964557265,-0.359854668129702,0.282971311673034
-0.39985813706028,0.432035241646527,0.229667309786669,-0.63762293863655,-0.159256656917243,0.381097909679852,0.563386624246662
-0.893166400270217,0.326767305650669,-0.0288389126875229,0.0422422395268833,0.904592258823071,-2.06288468019303,-1.38259142607611
-0.897945835795396,-0.156353567183999,0.641011349529075,1.07613646809459,-0.0656915060592697,1.23913635497288,0.668283589058484
0.476840427052181,-0.80222449375493,0.956818113182914,-1.91694475955199,-2.93812695223555,1.62172826964826,-0.830802870637676
-0.31440339946197,-1.73677765411319,1.31520711962901,-0.629656271772769,-1.46050484421426,1.73346632002071,-0.413950435925733
0.282012171999453,-0.404778429635581,-0.123892808321493,0.124291530830088,-0.0242287817002229,0.990161661005545,1.19973886091157
-0.838937007224968,-1.90042088377413,-1.33307311709381,0.572436559794486,0.969317268296389,1.60526958594565,-0.155984647939909
0.231228229039765,0.225204991390152,-0.54695841010718,0.548622263737466,0.189174591589249,-1.19226120952344,-0.418031762619783
-2.04391475990974,-0.910005765439876,-1.41849100238573,0.963040337428817,-0.278829082850942,1.60241932749119,0.402869704208849
0.712206079626556,-0.799264442648751,1.57667124669366,-0.893490428771328,-1.97545814878289,1.09535814967125,0.658527427823687
-0.355300204817534,0.741460571659089,1.45350214579758,0.419649005805728,-1.7868991377591,-0.0979651887356762,1.54759956374223
1.64551770969229,-1.26948284056354,0.799958622743679,-2.35885997387379,-1.16965148622694,1.75904765733826,-0.673113126789094
0.489423131978513,-0.622328984546418,-0.254618932308435,1.04547644893881,-0.366151304060615,2.42787141102124,0.731542132600254
